"","Cancer","Stroma","Ductal"
"7x11",0.914788505739883,0.0166544066266801,0.0685570876334371
"7x13",0.927710943787682,0.0129663239996213,0.0593227322126963
"7x14",0.953449962932153,0.00792013172260856,0.0386299053452385
"7x15",0.981912901430824,0.00199697713357173,0.0160901214356041
"7x16",0.900305425160727,0.0117403490923507,0.0879542257469218
"7x17",0.979654510174722,0.0073618178759251,0.0129836719493531
"7x18",0.964871996982926,0.00229362852004971,0.0328343744970244
"7x19",0.632943736207063,0.294205988217679,0.0728502755752588
"7x20",0.509132270965665,0.0882769098571295,0.402590819177205
"7x21",0.525945082792384,0.235433611167884,0.238621306039733
"7x22",0.589925399757247,0.351213244295611,0.0588613559471413
"7x23",0.503027577915665,0.353128437055298,0.143843985029037
"7x24",0.726097897099567,0.166126348027881,0.107775754872552
"7x25",0.39290150691291,0.480359169966806,0.126739323120284
"7x26",0.245604601430604,0.655949912437855,0.0984454861315412
"7x27",0.381315603519957,0.54558458840467,0.0730998080753725
"7x28",0.237605609533992,0.67191931977083,0.0904750706951781
"7x29",0.206594600906517,0.597743567885553,0.19566183120793
"7x30",0.392962908138564,0.446404461864692,0.160632629996745
"7x31",0.463100323575299,0.448689831646261,0.0882098447784395
"7x32",0.197760467488085,0.7460154169108,0.0562241156011149
"7x33",0.283790173170407,0.647065177827595,0.0691446490019983
"7x34",0.102026322023592,0.617739561742377,0.28023411623403
"7x35",0.27259630686188,0.588530504307116,0.138873188831003
"7x36",0.364103757236568,0.535643765489651,0.100252477273781
"7x37",0.215920218160997,0.695960423315271,0.0881193585237325
"7x38",0.137105787819815,0.595284230574201,0.267609981605984
"7x39",0.524431876071367,0.423317292843046,0.0522508310855872
"7x40",0.118827408439581,0.41160087780112,0.4695717137593
"7x41",0.26697599987535,0.455088741842859,0.277935258281792
"7x42",0.388036702895902,0.512443022643513,0.0995202744605857
"7x43",0.334040912839012,0.402869940253324,0.263089146907664
"7x44",0.199066310126178,0.491762935891773,0.30917075398205
"7x45",0.328691274209267,0.532315340586141,0.138993385204592
"7x46",0.180231763569714,0.777945629168273,0.0418226072620127
"7x47",0.177124219294685,0.571908205856609,0.250967574848706
"7x48",0.353011740315629,0.288399011462028,0.358589248222343
"7x49",0.37414965168042,0.251319615988055,0.374530732331525
"8x0",0.930837243585407,0.0284026242274944,0.0407601321870983
"8x1",0.860979592044371,0.0974334022920816,0.0415870056635472
"8x2",0.978585167866674,0.00128844645096663,0.0201263856823597
"8x3",0.864641202068835,0.0395210400185426,0.0958377579126225
"8x4",0.953770552752225,0.0273845865668441,0.0188448606809306
"8x5",0.957979857257382,0,0.0420201427426174
"8x6",0.91232668912117,0.057005730891432,0.0306675799873984
"8x7",0.94833056810348,0.019103193267851,0.0325662386286689
"8x8",0.962228779592123,0,0.0377712204078772
"8x9",0.832422719394667,0.0386943977430859,0.128882882862247
"8x10",0.980721023189798,0,0.0192789768102022
"8x11",0.952472183476795,0.0352128253402404,0.0123149911829647
"8x12",0.964247502538948,0.0249575601366642,0.0107949373243877
"8x13",0.962482838645929,0.0200222287979698,0.0174949325561015
"8x14",0.945104268792546,0.0183240812088519,0.0365716499986023
"8x15",0.941816461678401,0.0504595577829804,0.00772398053861867
"8x17",0.872044407984265,0.0520495175791427,0.0759060744365924
"8x18",0.920209719850733,0.0593991603868365,0.0203911197624302
"8x19",0.701587842356545,0.260921813118132,0.0374903445253228
"8x20",0.726123706053231,0.160083015157796,0.113793278788973
"8x21",0.507873360331654,0.398774708082998,0.0933519315853486
"8x22",0.54041629370561,0.348625369151762,0.110958337142628
"8x23",0.50696255086641,0.424088967536194,0.0689484815973961
"8x24",0.650561963796819,0.215745843736776,0.133692192466406
"8x25",0.363782099613409,0.507562886561425,0.128655013825166
