,Cancer,Ductal,Macrophages,Mast,Monocytes,mDCs
5x24,0.22209446,0.39242512,0.010499999,0.063169435,0.008627394,0.30318367
5x25,0.3453523,0.25153303,0.034024265,0.00024705663,0.006764563,0.36207885
5x26,0.2989404,0.36267757,0.012245119,0.0003593607,0.08028747,0.24549013
5x27,0.28220838,0.47202793,0.037045665,0.00045206115,0.001957133,0.20630878
5x28,0.3472765,0.097300686,0.042776614,0.062553324,0.04878114,0.40131173
5x29,0.28994802,0.18883806,0.024826167,0.095933214,0.015834572,0.38461995
5x30,0.3193127,0.31776986,0.0356095,0.00020118507,0.00350179,0.32360497
5x31,0.27640358,0.2596732,0.09854101,0.00063988264,0.013582353,0.35116005
5x32,0.24969739,0.45757213,0.04324136,0.057048097,0.002357356,0.19008371
5x33,0.2902829,0.38088223,0.06326406,0.00029255968,0.018056978,0.24722134
5x34,0.10897252,0.3372052,0.037708763,0.10104348,0.010485599,0.40458438
5x35,0.20267549,0.2870882,0.05344598,0.050362628,0.025820786,0.3806069
5x36,0.23752287,0.4342748,0.074358545,0.00021316757,0.007973644,0.24565697
5x37,0.16635029,0.29441229,0.03367852,0.00030181804,0.05425245,0.4510047
5x38,0.25765952,0.347992,0.06258268,0.00027960967,0.047537472,0.28394872
5x39,0.21765217,0.41773552,0.04215218,0.00030987387,0.03088127,0.29126897
5x40,0.22334777,0.3597546,0.061059073,0.00027692984,0.057884764,0.29767692
5x41,0.25521883,0.27566057,0.052762594,0.00017365601,0.0033943974,0.41278994
5x42,0.10373929,0.31955472,0.07557131,0.00034107285,0.03244154,0.46835202
5x43,0.2044942,0.2431278,0.06412501,0.00030913256,0.05295007,0.4349937
5x44,0.17728628,0.39246568,0.041507762,0.00015529075,0.002437718,0.38614726
5x45,0.25614616,0.3971124,0.03289807,0.00023498392,0.0017106188,0.31189784
5x46,0.21892552,0.48737717,0.060779788,0.067651235,0.016886026,0.14838022
5x47,0.34037167,0.29330993,0.052569192,0.00025879793,0.029270878,0.28421944
5x48,0.24845612,0.35613966,0.024864392,0.00025830072,0.0016130006,0.36866847
5x49,0.34328154,0.47101682,0.04040011,0.079986766,0.05352852,0.01178619
6x0,0.4706473,0.48043442,0.0021874453,0.00016340712,0.044691827,0.0018754847
6x1,0.4957232,0.35713828,0.004285123,0.00019820013,0.0012807926,0.14137432
6x2,0.4946778,0.5006615,0.0029493724,0.00012232407,0.0003480268,0.0012410032
6x3,0.59567225,0.39851832,0.004393162,0.00016415122,0.00039326368,0.0008587589
6x4,0.5496833,0.4485156,0.0004944152,0.00016964784,0.0003750108,0.00076208427
6x5,0.56146765,0.43610924,0.0015422273,0.000115136776,0.00026180825,0.00050395983
6x8,0.44394445,0.5544913,0.00050862937,9.805195e-05,0.00036277363,0.00059489993
6x9,0.49523708,0.5017305,0.00067944854,0.00029825492,0.00035105355,0.0017037239
6x10,0.5157029,0.48068005,0.0004119423,8.808856e-05,0.00016799332,0.0029490173
6x11,0.5498398,0.44758746,0.0014115891,0.0001509031,0.00040396984,0.0006062277
6x12,0.57890576,0.39507863,0.012894703,0.000101497266,0.0111443605,0.0018751007
