,in_tissue,array_row,array_col,n_genes_by_counts,log1p_n_genes_by_counts,total_counts,log1p_total_counts,pct_counts_in_top_50_genes,pct_counts_in_top_100_genes,pct_counts_in_top_200_genes,pct_counts_in_top_500_genes,total_counts_mt,log1p_total_counts_mt,pct_counts_mt,n_counts,region_ind,E,M,S,B cells memory,B cells naive,Dendritic cells activated,Dendritic cells resting,Eosinophils,Macrophages M0,Macrophages M1,Macrophages M2,Mast cells activated,Mast cells resting,Monocytes,Neutrophils,NK cells activated,NK cells resting,Plasma cells,T cells CD4 memory activated,T cells CD4 memory resting,T cells regulatory (Tregs),T cells CD4 naive,T cells CD8,T cells follicular helper,T cells gamma delta,MixtureType
28x48,1,48,28,4164,8.334471554600944,13053.0,9.47685,22.416302765647742,34.045813223013866,44.04351490078909,57.24354554508542,222.0,5.4071717,1.7007583,13053.0,isolated,0.018908416181886656,0.932611671517277,0.04847991230083635,0.0,0.6,0.3,0.0,0.0,1.0,0.1,1.0,0.2,0.2,0.0,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.1,0.4,0.2,0.2,Pure Mes.
12x22,1,22,12,1116,7.018401799069201,1801.0,7.4966526,22.376457523598,32.70405330372015,45.641310383120484,65.79677956690728,29.0,3.4011974,1.6102165,1801.0,1,0.18267462395103848,0.00033285593142242374,0.8169925201175391,0.0,13.7,3.8,12.8,3.3,0.0,2.7,0.0,6.4,0.0,0.0,6.6,0.0,0.7,5.2,3.7,19.3,1.9,0.0,0.2,1.5,0.0,Stroma
9x51,1,51,9,2560,7.848153086199526,5727.0,8.653122,21.4422909027414,32.28566439671731,43.373493975903614,58.425004365287236,153.0,5.0369525,2.6715558,5727.0,isolated,0.0005503532891048408,0.879524255936284,0.11992539077461115,3.6,0.0,0.8,0.5,0.6,0.8,0.0,0.0,0.0,0.5,0.1,0.1,0.1,0.0,0.4,1.3,0.0,0.0,1.9,0.9,0.0,0.4,MS Mixture
65x49,1,49,65,2439,7.799753318287247,6000.0,8.699681,24.9,36.449999999999996,47.88333333333333,62.73333333333333,150.0,5.0172796,2.5,6000.0,1,0.0005454594423603584,0.7259871487244544,0.27346739183318525,0.8,0.0,0.0,0.0,0.0,17.0,0.6,2.5,0.0,1.1,0.0,0.2,0.6,0.0,0.2,0.8,0.0,0.2,0.0,0.7,1.5,1.1,MS Mixture
56x26,1,26,56,1001,6.90975328164481,1829.0,7.512071,30.945872061235647,41.71678512848551,53.90924002186988,72.6079825041006,92.0,4.5325994,5.030071,1829.0,1,0.0006530987744883679,0.0008136024867076097,0.9985332987388039,0.0,0.0,4.7,6.3,0.7,6.2,7.6,0.0,0.0,12.0,16.5,0.0,12.7,0.0,3.6,0.9,12.3,7.6,0.0,8.2,0.4,0.0,Stroma
17x41,1,41,17,1071,6.977281341630747,1714.0,7.4471684,25.72928821470245,35.58926487747958,47.60793465577596,66.68611435239207,113.0,4.7361984,6.5927653,1714.0,isolated,0.06854812846984051,0.0005296055141878056,0.9309222660159717,3.8,0.0,2.3,5.1,0.0,2.1,2.8,13.1,0.0,14.0,0.0,2.3,14.3,0.0,5.4,2.9,0.0,0.0,10.8,6.0,2.4,5.9,Stroma
33x53,1,53,33,7657,8.943506132037239,55162.0,10.918048,24.495123454552047,36.32573148181719,45.48421014466481,57.588557340197966,267.0,5.590987,0.48402888,55162.0,0,0.003723823610457166,0.9946360774931089,0.0016400988964339646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
46x28,1,28,46,1091,6.9957661563048505,1921.0,7.5611215,25.351379489849034,35.65851119208745,48.308172826652786,69.23477355543987,76.0,4.3438053,3.9562728,1921.0,1,0.0004117733451675998,0.4711641312798702,0.5284240953749622,8.7,0.0,0.0,0.0,0.0,0.9,1.5,0.0,3.9,0.0,12.3,0.0,0.0,7.9,0.1,0.0,0.0,0.5,7.9,6.3,3.0,0.0,Stroma
45x63,1,63,45,6334,8.75384509275524,38990.0,10.571086,28.41241343934342,41.42344190818159,50.85406514490896,62.43652218517569,437.0,6.082219,1.1208003,38990.0,0,0.004230376706272029,0.9953432760188418,0.00042634727488622667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
34x68,1,68,34,7564,8.931287626222456,59236.0,10.989302,25.65500709028294,37.93976635829563,47.34958471199946,59.57863461408602,445.0,6.100319,0.7512324,59236.0,0,0.00014930046515417196,0.9997013990696837,0.00014930046516219102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
88x26,1,26,88,7354,8.903135633035538,55426.0,10.922822,26.032908743189115,38.853606610615955,48.56204669288782,60.09634467578393,535.0,6.2841344,0.9652509,55426.0,0,0.005699680188020778,0.9938938516034925,0.0004064682084868105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
34x58,1,58,34,7398,8.90910013492555,53507.0,10.887587,26.43205561889099,38.720167454725555,48.30396022950268,60.10615433494683,169.0,5.1357985,0.31584653,53507.0,0,0.010942299769435981,0.9886411388751947,0.00041656135536923347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
44x32,1,32,44,1763,7.475339236566737,3367.0,8.122074,22.245322245322246,32.1057321057321,43.956043956043956,62.48886248886249,101.0,4.624973,2.999703,3367.0,1,0.49480384553618234,0.0007469222925003061,0.5044492321713173,0.0,9.0,0.0,20.5,0.0,0.0,2.3,0.0,3.7,0.0,0.0,0.9,0.0,4.7,0.0,1.9,4.0,0.0,0.0,1.7,1.3,0.5,Stroma
38x40,1,40,38,1708,7.443663683115591,3608.0,8.191186,25.5820399113082,37.44456762749446,48.72505543237251,66.46341463414635,106.0,4.6728287,2.9379158,3608.0,1,0.045483946722809046,0.3382141792879712,0.6163018739892198,11.2,0.0,0.0,17.4,0.0,1.8,0.0,0.0,2.8,0.0,0.0,1.4,0.1,2.3,5.1,0.0,0.0,6.8,11.9,0.9,0.0,0.0,Stroma
75x29,1,29,75,7124,8.871365005136852,47805.0,10.774906,26.198096433427466,38.67377889342119,48.1434996339295,59.504235958581745,250.0,5.525453,0.52295786,47805.0,0,0.005546448648621815,0.9942016983787051,0.000251852972673143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
24x58,1,58,24,6204,8.733110697638708,34268.0,10.441997,26.622504960896464,38.94887358468542,48.36290416715303,60.1581650519435,327.0,5.7930136,0.954243,34268.0,0,0.003641529281177292,0.9959246531762497,0.0004338175425730509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
6x48,1,48,6,1277,7.15305163493748,2507.0,7.827241,27.28360590347028,39.76864778619865,51.73514160351017,69.00678101316315,85.0,4.454347,3.3905067,2507.0,1,0.0001772345889625621,0.7484770433510063,0.25134572206003125,0.0,1.7,1.5,0.0,0.0,0.0,1.8,2.2,0.2,0.5,4.2,0.0,0.0,0.5,0.0,0.0,0.0,4.0,6.7,2.0,0.0,0.0,MS Mixture
54x36,1,36,54,1698,7.4377951216719325,3381.0,8.126223,23.306713989943802,34.9600709849157,46.25850340136054,64.56669624371487,94.0,4.553877,2.7802424,3381.0,1,0.0004111829318825432,0.6260479491158406,0.37354086795227676,3.9,0.0,2.1,0.0,0.0,0.0,1.8,3.4,0.0,3.7,7.5,0.0,0.9,0.0,0.9,2.7,0.0,0.9,4.2,3.0,0.5,2.0,MS Mixture
13x53,1,53,13,2529,7.835974581721566,5940.0,8.689632,23.703703703703706,35.05050505050505,45.11784511784512,60.23569023569023,201.0,5.3082676,3.3838384,5940.0,1,0.00051394050047351,0.43342557250054975,0.5660604869989768,0.0,1.7,0.0,16.3,0.4,1.6,5.8,0.0,0.0,0.3,0.3,0.3,0.0,1.2,23.0,0.0,3.2,1.0,0.0,0.0,0.0,1.5,Stroma
72x60,1,60,72,1364,7.21890970761906,2613.0,7.868637,23.91886720244929,36.5097588978186,48.98584003061615,66.9345579793341,68.0,4.2341065,2.6023726,2613.0,1,0.0003491737283144099,0.0005270485814103195,0.9991237776902753,0.0,9.0,0.0,28.5,0.0,0.0,4.3,0.0,7.1,0.0,0.0,6.8,0.0,5.7,0.0,0.0,17.4,0.0,0.0,8.6,12.6,0.0,Stroma
93x41,1,41,93,7061,8.862483576488332,47415.0,10.766715,25.089106822735417,37.76652957924707,47.42170199304018,59.069914583992414,580.0,6.364751,1.2232417,47415.0,0,0.004682100354351914,0.9948725219532625,0.00044537769238566746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
20x56,1,56,20,6144,8.723394022000136,30667.0,10.330975,23.794306583624092,35.13548765774285,44.3929957283073,56.836338735448535,472.0,6.1590953,1.5391138,30667.0,0,0.0001780250460824138,0.9996439499078391,0.0001780250460783978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
26x68,1,68,26,3958,8.28374674710613,12514.0,9.434683,24.02109637206329,35.879814607639446,45.71679718715039,58.84609237653827,201.0,5.3082676,1.606201,12514.0,0,0.0006415279882492632,0.9059544717307887,0.09340400028096212,0.0,0.6,0.0,0.8,0.3,0.4,1.0,0.0,0.0,1.2,0.6,0.0,0.6,0.0,0.6,0.0,3.3,0.0,0.0,0.0,0.0,0.0,Pure Mes.
65x27,1,27,65,2223,7.707062655370473,5142.0,8.545392,25.418125243096075,37.047841306884486,47.257876312718786,62.67989109295994,133.0,4.89784,2.5865424,5142.0,1,0.0004696449510437385,0.5701862302137737,0.4293441248351826,0.0,4.0,0.0,3.3,1.5,2.1,1.3,2.7,0.0,5.9,0.0,4.7,2.3,0.0,1.8,1.8,0.0,0.0,3.1,4.0,4.3,0.0,MS Mixture
81x53,1,53,81,1848,7.522400231387125,4160.0,8.33351,27.500000000000004,40.26442307692308,50.72115384615385,66.34615384615384,96.0,4.574711,2.3076923,4160.0,1,0.0005743924918582576,0.7599400044197268,0.2394856030884149,3.1,0.0,0.1,1.4,3.5,2.5,1.0,0.6,0.0,1.2,0.9,0.0,0.0,0.0,0.0,2.1,0.0,0.2,2.3,3.7,1.4,0.0,MS Mixture
35x31,1,31,35,4251,8.355144739461839,12474.0,9.431482,18.82315215648549,27.240660573993907,37.61423761423762,52.982202982202985,216.0,5.379897,1.7316017,12474.0,1,0.9998025762387662,9.871188061695822e-05,9.871188061688246e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Epi.
58x56,1,56,58,7616,8.938137870372788,65901.0,11.095924,27.359220649155553,40.63367778941139,50.407429325806895,62.0703782947148,204.0,5.32301,0.30955523,65901.0,0,0.00014643128340636753,0.9997084618172911,0.00014510689930252466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
19x53,1,53,19,3706,8.217978203150732,10833.0,9.290444,22.366842056678667,34.57952552386227,44.9090741253577,58.58949506138651,242.0,5.4930615,2.2339149,10833.0,isolated,0.000546815944042261,0.8636281085923113,0.13582507546364644,0.7,0.0,0.0,10.9,0.0,0.0,0.1,0.2,0.0,0.5,0.6,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.1,0.0,0.1,0.0,MS Mixture
58x64,1,64,58,7544,8.928640371201949,63103.0,11.05254,26.559751517360507,40.14230702185316,50.29713325832369,62.42333961935249,377.0,5.934894,0.59743595,63103.0,0,0.008476877323867878,0.9910566270148397,0.0004664956612925092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
81x23,1,23,81,2551,7.844632644464681,6124.0,8.720134,24.575440888308293,36.28347485303723,46.89745264532985,61.03853690398432,154.0,5.043425,2.5146964,6124.0,6,0.0005827540320767067,0.6778457912790916,0.32157145468883175,7.6,0.0,1.4,0.4,0.2,0.8,0.6,0.0,0.2,2.0,3.8,1.3,0.2,0.0,1.7,3.3,0.0,0.0,4.5,2.4,0.2,1.6,MS Mixture
26x42,1,42,26,1413,7.254177846456518,2719.0,7.908387,25.85509378447959,37.62412651710187,49.503493931592494,66.42147848473704,89.0,4.4998097,3.273262,2719.0,1,0.0003585349080899303,0.7472453749967823,0.2523960900951277,4.3,0.0,0.6,1.7,0.8,1.2,0.8,0.0,2.3,0.0,2.5,0.0,0.0,2.3,2.4,0.0,0.6,0.7,3.5,0.0,0.0,1.6,MS Mixture
26x64,1,64,26,4345,8.377011160816375,15246.0,9.632138,25.04919323101141,36.77685950413223,46.595828414010235,59.51725042634134,220.0,5.398163,1.4430014,15246.0,0,0.000276250044566421,0.9994474999108696,0.00027625004456413604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
49x61,1,61,49,7383,8.907070776182689,55591.0,10.925795,26.759727293986437,39.48480869205447,48.657156734003706,60.37488082603299,186.0,5.2311087,0.33458653,55591.0,0,0.008607610188785558,0.9909580068019253,0.00043438300928915293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
29x67,1,67,29,7065,8.86304982791909,48572.0,10.790823,25.788520135057237,38.19484476653216,47.622086798978835,59.68253314666886,262.0,5.572154,0.5394054,48572.0,0,0.005996233195951626,0.9935557246907326,0.0004480421133156974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
3x37,1,37,3,1228,7.113956109566034,2189.0,7.6916566,23.115577889447238,34.719049794426674,47.464595705801734,66.7428049337597,47.0,3.871201,2.1470993,2189.0,1,0.07036496966614311,0.0004624167083877764,0.9291726136254691,0.0,15.4,3.3,2.3,0.0,0.0,2.4,9.3,0.0,2.1,0.0,1.6,0.0,3.0,22.7,6.7,0.0,0.0,14.7,7.5,0.0,1.8,Stroma
22x50,1,50,22,2623,7.8724551500639794,6139.0,8.72258,23.32627463756312,34.82651897703209,44.89330509855025,59.39078025737091,178.0,5.1873856,2.899495,6139.0,1,0.0005373709634114078,0.819854866783799,0.1796077622527897,0.5,0.0,0.2,4.7,0.0,0.1,0.0,0.0,0.0,1.8,2.5,1.4,0.8,0.0,0.3,1.0,0.0,0.0,1.9,0.3,0.7,1.9,MS Mixture
14x50,1,50,14,982,6.890609120147166,1630.0,7.396949,25.58282208588957,36.93251533742331,50.3680981595092,70.42944785276075,77.0,4.356709,4.723926,1630.0,1,0.0005208534046508245,0.12260344849355616,0.8768756981017931,16.0,0.0,3.1,2.8,2.2,3.0,2.0,0.0,0.0,7.6,9.5,4.4,0.9,6.2,5.8,0.0,0.0,1.3,12.4,10.5,0.0,0.0,Stroma
37x51,1,51,37,6204,8.733110697638708,34310.0,10.443221,27.08831244535121,39.64441853686972,48.732148061789566,60.483823958029724,420.0,6.042633,1.2241329,34310.0,0,0.008448904513535735,0.9909348871138278,0.0006162083726364555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
59x17,1,17,59,3205,8.072779333169498,9593.0,9.168893,26.72782237047847,38.945064109246324,49.85927238611488,62.83748566663192,414.0,6.0282784,4.3156466,9593.0,isolated,0.0006417060896414423,0.9851020494864595,0.0142562444238992,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,Pure Mes.
22x68,1,68,22,4624,8.439231649946526,17251.0,9.755683,24.92029447568257,36.9427859254536,46.60599385542867,59.469016288910794,276.0,5.6240177,1.5999073,17251.0,0,0.0005691035838132957,0.9677063979513868,0.031724498464799834,0.0,0.6,0.0,0.0,0.0,0.4,0.1,0.8,0.0,0.2,0.0,0.3,0.1,0.0,0.2,0.0,0.0,0.0,0.1,0.3,0.0,0.0,Pure Mes.
55x57,1,57,55,7397,8.908964972392399,56651.0,10.944682,26.659723570634235,39.62860320206175,49.342465269809885,61.51524244938307,249.0,5.521461,0.43953326,56651.0,0,0.013459447735663634,0.9860991258489347,0.0004414264154018014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
62x62,1,62,62,2809,7.940939762327791,7400.0,8.90937,25.364864864864867,37.41891891891892,47.91891891891892,61.95945945945947,86.0,4.465908,1.1621622,7400.0,isolated,0.0005479861540812145,0.6648620169191969,0.334589996926722,0.0,3.7,0.0,0.0,0.0,0.5,0.4,0.0,5.4,0.0,6.3,0.0,0.0,5.8,2.9,2.6,4.1,0.0,0.0,0.2,0.8,0.7,MS Mixture
12x50,1,50,12,2704,7.902857191280582,7077.0,8.864747,26.338844142998447,38.88653384202346,49.07446658188498,62.85149074466582,186.0,5.2311087,2.6282322,7077.0,isolated,0.0009115913826497293,0.8107597250002423,0.18832868361710797,0.0,1.7,0.0,8.8,0.3,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,6.1,0.0,0.0,0.0,0.2,0.5,0.4,0.3,MS Mixture
66x66,1,66,66,4567,8.426830751335846,19215.0,9.863499,26.468904501691387,37.18449128285194,48.87848035389019,62.78428311215196,237.0,5.4722705,1.2334114,19215.0,isolated,0.16353060024534743,0.0005810129720303512,0.8358883867826222,11.7,0.0,0.0,27.2,0.0,0.0,1.0,2.5,1.9,0.0,32.9,0.0,0.3,0.5,2.0,0.0,0.0,0.7,1.4,0.8,0.7,0.0,Stroma
71x45,1,45,71,6284,8.745921121024347,42707.0,10.662142,28.384105650127612,43.021050413281195,53.43620483761444,65.10173976163158,383.0,5.9506426,0.8968085,42707.0,0,0.00021325842675897088,0.9995734831464634,0.00021325842677764138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
33x61,1,61,33,7535,8.927446816256198,64962.0,11.0815735,28.14568516979157,40.62682799174902,50.364828669068075,61.85154397955728,235.0,5.463832,0.36174995,64962.0,0,0.0017976034939320145,0.9978969221760501,0.00030547433001794897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
74x16,1,16,74,1304,7.173958319756794,2340.0,7.7583337,23.46153846153846,35.38461538461539,47.90598290598291,65.64102564102564,48.0,3.8918204,2.0512822,2340.0,6,0.0008711158670924826,0.7697304332086957,0.22939845092421182,0.0,4.3,0.9,0.0,0.5,0.8,0.0,2.0,0.0,1.8,0.0,3.0,1.3,0.0,1.9,1.6,0.8,0.0,0.0,1.2,1.2,1.5,MS Mixture
86x52,1,52,86,2152,7.674617497364363,4994.0,8.516192,24.54945935122147,36.8642370845014,47.91750100120144,63.115738886664,114.0,4.744932,2.2827392,4994.0,1,0.0006021063147920943,0.539053283565924,0.46034461011928396,1.7,0.0,3.0,0.0,0.1,0.0,2.0,3.6,0.8,1.7,0.0,7.6,0.0,8.5,5.1,1.1,2.5,0.3,0.0,5.8,2.2,0.0,MS Mixture
76x38,1,38,76,7348,8.90231952852887,59209.0,10.988846,29.232042425982534,42.45807225252918,51.6087081355875,62.745528551402664,200.0,5.3033047,0.3377865,59209.0,0,0.007010728982774899,0.9925787084422638,0.0004105625749613452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
45x41,1,41,45,1714,7.44716835960004,3383.0,8.126814,24.120603015075375,35.50103458468815,47.14750221696719,64.11469110257168,91.0,4.5217886,2.6899202,3383.0,1,0.00027857053446858106,0.2351232525447323,0.7645981769207991,0.0,6.6,5.2,7.5,0.0,1.6,4.2,4.0,0.0,11.5,0.0,7.8,7.3,0.0,5.9,0.0,0.9,0.0,0.0,8.9,4.8,0.2,Stroma
84x20,1,20,84,2012,7.607381425639791,4156.0,8.332549,22.329162656400385,33.854667949951875,45.04331087584216,61.35707410972089,45.0,3.8286414,1.0827719,4156.0,6,0.004144068155696872,0.9954504932928634,0.0004054385514397601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
28x54,1,54,28,7639,8.941152882160566,58309.0,10.973529,26.467612203947933,39.06601039290676,48.11092627210208,59.58942873312868,227.0,5.4293456,0.38930523,58309.0,0,0.012397769450606534,0.9871679067742951,0.00043432377509826874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
23x41,1,41,23,900,6.803505257608338,1598.0,7.377134,32.102628285356694,43.867334167709636,56.19524405506884,74.96871088861077,83.0,4.4308167,5.193992,1598.0,1,0.02271297249649593,0.7033986559593917,0.2738883715441125,5.1,0.0,0.1,1.2,0.0,0.2,0.8,0.0,5.6,0.0,2.8,0.0,0.0,2.3,0.0,0.4,7.2,0.2,0.0,0.0,0.0,1.6,MS Mixture
65x61,1,61,65,1497,7.311886164077165,3054.0,8.024535,24.75442043222004,37.066142763588736,49.70530451866404,67.35428945645056,69.0,4.248495,2.259332,3054.0,isolated,0.00019164096495409693,0.00019164096495409693,0.9996167180700919,41.8,0.0,2.9,3.3,6.2,8.8,2.2,0.0,0.6,5.3,2.5,0.0,1.4,2.1,2.6,3.2,0.0,0.0,14.2,0.0,0.0,2.9,Stroma
45x43,1,43,45,2054,7.628031126930335,4794.0,8.475329,25.94910304547351,38.193575302461404,49.144764288694205,64.8101793909053,159.0,5.075174,3.3166456,4794.0,1,0.00022956097971386843,0.22194139827404116,0.7778290407462449,13.9,0.0,4.0,3.2,0.0,0.1,0.9,2.9,8.1,0.0,0.1,0.0,0.0,2.1,4.2,9.5,0.0,3.9,3.5,21.3,0.1,0.0,Stroma
65x53,1,53,65,3141,8.052614818815567,8381.0,9.033842,21.703853955375255,32.54981505786899,42.77532514019807,57.66614962414987,148.0,5.0039463,1.765899,8381.0,isolated,0.0005551397804500695,0.6026920532242057,0.39675280699534426,3.8,0.0,0.0,1.4,0.0,0.0,0.7,0.0,24.9,0.0,5.2,0.0,1.5,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.4,0.1,MS Mixture
96x46,1,46,96,2501,7.824845691026857,5874.0,8.678461,24.514811031664966,35.17194416070821,46.11848825331971,60.9805924412666,173.0,5.159055,2.945182,5874.0,isolated,0.00019556158455857783,0.13025616402702392,0.8695482743884174,1.1,0.2,0.0,3.7,2.8,0.0,3.8,0.1,7.3,0.0,6.9,0.0,21.0,0.0,0.0,0.0,0.0,11.0,0.0,29.1,0.0,0.0,Stroma
16x48,1,48,16,902,6.805722553416985,1551.0,7.3472996,27.659574468085108,39.58736299161831,53.06254029658285,74.08123791102514,86.0,4.465908,5.54481,1551.0,1,0.0004612329779520415,0.0005609112191240511,0.998977855802924,0.0,11.9,0.9,20.8,6.5,0.0,7.9,9.9,5.2,0.0,0.0,9.6,3.4,0.0,6.2,0.0,0.0,0.0,2.0,12.0,3.4,0.0,Stroma
86x26,1,26,86,7012,8.85552084853691,47147.0,10.761047,26.727045199058264,39.9495195876726,49.70199588521009,61.308248669056354,407.0,6.011267,0.8632575,47147.0,0,0.002126303094146721,0.9976822832466459,0.00019141365920738988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
49x59,1,59,49,6885,8.83724564389847,45151.0,10.71779,26.081371398197163,37.82418994042214,47.56040840734425,59.9588048991163,148.0,5.0039463,0.32778898,45151.0,0,0.009982992302359705,0.9896156857069484,0.00040132199069207113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
38x28,1,28,38,2902,7.97349996402463,5945.0,8.690474,17.830109335576115,25.130361648444072,34.58368376787217,51.438183347350716,96.0,4.574711,1.6148024,5945.0,1,0.9406974987398105,0.00014794343931265674,0.05915455782087679,0.0,0.3,0.0,0.1,0.1,3.5,0.1,0.0,0.0,0.4,0.0,0.2,0.1,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.3,0.3,Pure Epi.
25x45,1,45,25,1474,7.29641326877392,3006.0,8.008698,27.877578176979373,39.68729208250166,51.23087159015303,67.5981370592149,114.0,4.744932,3.7924151,3006.0,1,0.015485079750322811,0.48981875214275783,0.49469616810691935,7.3,0.0,0.8,2.7,0.0,3.2,2.0,0.0,0.0,4.6,6.5,1.2,2.4,0.0,2.5,2.6,0.0,0.0,4.3,7.1,1.1,1.1,Stroma
17x59,1,59,17,5875,8.678631537293768,26134.0,10.171031,22.208617127114106,32.91115022575954,42.53845565164154,55.089155888880384,213.0,5.365976,0.8150302,26134.0,0,0.00018536999908112692,0.9996292600018444,0.00018536999907445615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Pure Mes.
30x26,1,26,30,1067,6.97354301952014,1657.0,7.4133673,24.07966203983102,33.31321665660833,45.383222691611344,65.78153289076644,64.0,4.1743875,3.862402,1657.0,1,0.10852614388272874,5.031127610845463e-05,0.8914235448411628,10.6,0.0,0.7,7.5,1.0,5.1,0.0,0.0,2.3,8.6,7.2,0.0,3.4,0.0,7.6,5.5,0.0,7.4,9.2,13.0,0.0,0.0,Stroma
42x50,1,50,42,7453,8.916506080039204,52991.0,10.877896,24.636258987375214,36.58545790794663,46.173878583155634,58.26083674586251,302.0,5.7137327,0.5699081,52991.0,0,0.0005095736816576723,0.9836070525956891,0.015883373722653207,0.2,0.0,0.0,0.5,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,Pure Mes.
